emp_no,title,birth_date,first_name,last_name,to_date
59899,Engineer,1955-05-06,Toong,Schueller,9999-01-01
59904,Senior Engineer,1952-08-28,Subhada,Skafidas,9999-01-01
59906,Engineer,1953-05-18,Joydip,Binding,9999-01-01
59911,Senior Staff,1955-06-26,Remco,Bauknecht,9999-01-01
59916,Senior Engineer,1952-02-18,Anneli,Smeets,9999-01-01
59917,Senior Staff,1953-10-16,Aris,Majewski,9999-01-01
59919,Senior Staff,1952-02-15,Koichi,Aloia,9999-01-01
59920,Senior Engineer,1955-12-22,Gurbir,Hoogerwoord,9999-01-01
59922,Engineer,1953-02-17,Volkmar,Rothenberg,9999-01-01
59927,Senior Staff,1952-03-05,Sedat,Salverda,9999-01-01
59935,Senior Engineer,1953-11-22,Khoa,Marletta,9999-01-01
59936,Senior Engineer,1952-12-23,Mani,Dehkordi,9999-01-01
59937,Engineer,1952-04-17,Oddvar,Cardazo,9999-01-01
59939,Engineer,1953-05-22,Xinyu,Chimia,9999-01-01
59945,Senior Engineer,1954-10-02,Leen,Kakkad,9999-01-01
59946,Senior Staff,1953-03-29,Berhard,Hartvigsen,9999-01-01
59947,Senior Engineer,1955-06-05,Muzhong,Zolotykh,9999-01-01
59960,Senior Engineer,1952-08-28,Rance,Daescu,9999-01-01
59961,Senior Staff,1953-11-14,Hausi,Poulakidas,9999-01-01
59972,Senior Engineer,1952-06-01,Padma,Schlegelmilch,9999-01-01
59974,Engineer,1953-11-09,Sajjad,Merle,9999-01-01
59978,Senior Staff,1954-05-20,Mayumi,Usdin,9999-01-01
59981,Staff,1953-07-03,Rosita,Merle,9999-01-01
59984,Senior Staff,1953-05-29,Kwangjo,Angiulli,9999-01-01
59986,Senior Engineer,1953-11-14,Gererd,Yoshimura,9999-01-01
59989,Senior Staff,1953-02-10,Tianruo,Jenevein,9999-01-01
59992,Senior Engineer,1953-08-21,Huei,Bael,9999-01-01
59994,Senior Engineer,1953-05-01,Adin,Nyrup,9999-01-01
59995,Senior Engineer,1955-02-23,Hein,Zizka,9999-01-01
59999,Senior Staff,1952-02-20,Piyush,Spataro,9999-01-01
60013,Senior Engineer,1955-12-20,Breannda,Schauser,9999-01-01
60015,Senior Staff,1955-09-23,Geoffrey,Badr,9999-01-01
60021,Technique Leader,1954-02-20,Chanjung,Auyong,9999-01-01
60022,Technique Leader,1953-06-07,Koichi,Dolinsky,9999-01-01
60023,Engineer,1953-06-12,Collette,Flasterstein,9999-01-01
60027,Senior Engineer,1953-02-05,Guenter,Diderrich,9999-01-01
60028,Technique Leader,1953-03-29,Kazuhiko,Lieblein,9999-01-01
60032,Staff,1952-10-04,Takanari,Stasinski,9999-01-01
60034,Engineer,1953-05-26,Xinyu,Schahn,9999-01-01
60039,Senior Staff,1954-09-17,Renny,Cappelli,9999-01-01
60041,Senior Engineer,1954-06-16,Maren,Serna,9999-01-01
60058,Engineer,1954-03-24,Qingxiang,Gulak,9999-01-01
60060,Staff,1953-02-18,Anyuan,Ramamoorthy,9999-01-01
60062,Staff,1953-10-15,Arlette,Doering,9999-01-01
60068,Engineer,1952-03-26,Giap,Plavsic,9999-01-01
60071,Senior Engineer,1953-07-14,Sariel,Matheson,9999-01-01
60072,Senior Staff,1955-01-22,Dekang,Luke,9999-01-01
60083,Senior Staff,1954-04-15,Bojan,Cunliffe,9999-01-01
60084,Staff,1952-04-19,Christoph,Wilfing,9999-01-01
60089,Senior Engineer,1955-07-15,Feiyu,Garnham,9999-01-01
60102,Senior Engineer,1953-04-26,Susumu,Pehl,9999-01-01
60103,Senior Staff,1952-03-12,Hinrich,Markovitch,9999-01-01
60107,Senior Staff,1955-03-27,Tsvetan,Ushiama,9999-01-01
60115,Senior Staff,1954-07-08,Nathalie,Murillo,9999-01-01
60118,Senior Engineer,1952-12-21,Izaskun,Strehl,9999-01-01
60124,Senior Staff,1955-05-19,Kagan,Sichman,9999-01-01
60131,Senior Staff,1955-10-30,Tesuro,Pusterhofer,9999-01-01
60132,Senior Staff,1954-05-24,Lein,Middleton,9999-01-01
60133,Senior Staff,1955-03-29,Valeri,Shobatake,9999-01-01
60135,Staff,1953-07-09,Theron,Tokunaga,9999-01-01
60136,Senior Engineer,1954-09-21,Maja,Serra,9999-01-01
60137,Technique Leader,1954-09-02,Stafford,Conti,9999-01-01
60139,Senior Staff,1954-03-15,Jahangir,Lortz,9999-01-01
60144,Senior Staff,1953-03-15,Premsyl,Thiria,9999-01-01
60146,Engineer,1955-04-24,Dines,Clouatre,9999-01-01
60147,Technique Leader,1955-08-22,Boaz,Herbst,9999-01-01
60152,Senior Staff,1953-04-17,Uma,Bashian,9999-01-01
60158,Senior Engineer,1952-08-08,Shim,Hofman,9999-01-01
60161,Senior Staff,1955-09-09,Insup,Covnot,9999-01-01
60162,Senior Staff,1954-04-11,Tesuya,Heemskerk,9999-01-01
60170,Engineer,1952-10-25,Lene,Yetim,9999-01-01
60171,Senior Engineer,1952-08-26,Manibrata,Karunanithi,9999-01-01
60174,Senior Engineer,1955-09-19,Tze,Kragelund,9999-01-01
60175,Senior Engineer,1955-08-15,Hatsukazu,Sankaranarayanan,9999-01-01
60185,Senior Engineer,1953-02-09,Weiyi,Gruenwald,9999-01-01
60189,Senior Staff,1952-04-04,Vivian,Berendt,9999-01-01
60193,Technique Leader,1953-01-20,Sanjai,Gronowski,9999-01-01
60197,Senior Staff,1953-02-28,Harjit,Comellas,9999-01-01
60199,Technique Leader,1953-04-04,Khalid,Conia,9999-01-01
60204,Senior Engineer,1954-11-06,Giri,Macedo,9999-01-01
60207,Engineer,1953-12-28,Koldo,Mahmud,9999-01-01
60217,Senior Staff,1954-04-18,Limsoon,Doering,9999-01-01
60229,Senior Staff,1953-11-24,Oscal,Takkinen,9999-01-01
60232,Technique Leader,1953-11-05,Genevieve,Cappelletti,9999-01-01
60233,Senior Staff,1953-07-06,Elvis,Ladret,9999-01-01
60240,Senior Staff,1954-02-07,Morrie,Chleq,9999-01-01
60246,Senior Staff,1953-06-16,Honesty,Fraisse,9999-01-01
60247,Engineer,1955-12-23,Hauke,Soloway,9999-01-01
60248,Senior Engineer,1952-09-11,Guther,Szmurlo,9999-01-01
60255,Senior Staff,1955-10-24,Danae,Siochi,9999-01-01
60258,Senior Engineer,1955-03-18,Goa,Merks,9999-01-01
60259,Senior Staff,1954-08-23,Chrisa,dAstous,9999-01-01
60260,Senior Staff,1955-05-22,Valdiodio,Czap,9999-01-01
60263,Senior Engineer,1955-01-29,Barun,Perng,9999-01-01
60276,Senior Engineer,1953-08-01,Frederique,Moffat,9999-01-01
60285,Senior Engineer,1953-11-20,Nitsan,Coorg,9999-01-01
60291,Senior Staff,1953-06-26,Perla,Talmor,9999-01-01
60293,Senior Staff,1952-12-16,Gor,Setia,9999-01-01
60299,Senior Engineer,1954-12-07,Shaibal,Przulj,9999-01-01
60303,Senior Staff,1954-01-09,Billur,Solares,9999-01-01
60305,Senior Engineer,1955-06-26,Ferdinand,Alpin,9999-01-01
60314,Senior Staff,1952-10-01,Dharmaraja,Vasanthakumar,9999-01-01
60317,Staff,1954-08-30,Munehiko,Schlenzig,9999-01-01
60324,Engineer,1953-07-19,Jasminko,Rassart,9999-01-01
60326,Senior Staff,1955-08-26,Gudjon,Antonakopoulos,9999-01-01
60330,Senior Staff,1953-09-23,Amstein,Kamber,9999-01-01
60339,Technique Leader,1955-09-24,Bernd,Sooriamurthi,9999-01-01
60340,Senior Staff,1952-11-27,Hyuckchul,Marakhovsky,9999-01-01
60343,Senior Staff,1953-09-28,Munenori,Leppanen,9999-01-01
60346,Engineer,1952-06-08,Katsuo,Leslie,9999-01-01
60349,Senior Engineer,1953-10-18,Sasan,Peris,9999-01-01
60354,Assistant Engineer,1953-08-12,Shakhar,Plesums,9999-01-01
60363,Senior Engineer,1955-12-13,Parke,Diderrich,9999-01-01
60366,Senior Staff,1952-12-02,Perry,Benzaken,9999-01-01
60371,Senior Staff,1954-05-09,Theron,Huxford,9999-01-01
60377,Senior Staff,1955-06-03,Radhakrishnan,Vidal,9999-01-01
60383,Technique Leader,1955-10-11,Kristof,Molberg,9999-01-01
60391,Senior Staff,1953-07-27,Sigeru,Erde,9999-01-01
60404,Senior Engineer,1952-05-10,Hailing,Arlazarov,9999-01-01
60405,Staff,1953-04-25,Kellie,Waterhouse,9999-01-01
60409,Senior Engineer,1954-11-05,Falguni,Swiler,9999-01-01
60411,Senior Engineer,1952-12-22,Alois,Hardjono,9999-01-01
60412,Senior Engineer,1953-11-18,Dharmaraja,Ranst,9999-01-01
60414,Senior Staff,1953-06-07,Xuejia,Vitiello,9999-01-01
60418,Senior Staff,1954-01-18,Noritoshi,Gajiwala,9999-01-01
60425,Senior Staff,1952-11-25,Alagu,Leivant,9999-01-01
60426,Senior Engineer,1955-05-02,Sven,Quaggetto,9999-01-01
60429,Senior Engineer,1953-08-19,Cristinel,Naumovich,9999-01-01
60432,Engineer,1954-07-04,Xiaoqiang,Range,9999-01-01
60436,Senior Staff,1952-11-06,Munehiko,Vesna,9999-01-01
60439,Senior Engineer,1955-12-13,Weiru,Basawa,9999-01-01
60442,Senior Engineer,1952-12-08,Kwangsub,Hellwagner,9999-01-01
60453,Senior Staff,1953-12-17,Larisa,Gammage,9999-01-01
60463,Senior Engineer,1955-07-26,Sanjiv,Dredge,9999-01-01
60464,Staff,1954-01-12,Shigeu,Menhardt,9999-01-01
60465,Senior Staff,1953-05-30,Nalini,Gischer,9999-01-01
60469,Senior Staff,1954-12-29,Angel,Kampfer,9999-01-01
60471,Engineer,1954-07-12,Masaki,Camarinopoulos,9999-01-01
60475,Engineer,1954-07-22,Wanqing,Renear,9999-01-01
60478,Engineer,1954-11-08,Kwangyoen,Fargier,9999-01-01
60479,Senior Staff,1953-11-20,Stein,Byoun,9999-01-01
60482,Senior Engineer,1954-04-23,Theron,Berstel,9999-01-01
60483,Senior Engineer,1952-04-01,Kotesh,Penn,9999-01-01
60488,Senior Engineer,1952-11-04,Yakkov,Staylopatis,9999-01-01
60490,Technique Leader,1955-06-12,Teiji,Steenbeek,9999-01-01
60494,Engineer,1952-05-02,Hatim,Baak,9999-01-01
60496,Senior Staff,1954-12-30,Sachio,Remmers,9999-01-01
60501,Senior Engineer,1953-02-11,Ranga,Badr,9999-01-01
60505,Senior Staff,1952-05-30,Yinghua,Birnbaum,9999-01-01
60510,Staff,1955-03-30,Divine,Nitsche,9999-01-01
60512,Staff,1953-01-19,Ziyad,Marwedel,9999-01-01
60514,Senior Engineer,1952-02-23,Ayakannu,Vecchio,9999-01-01
60518,Senior Staff,1953-05-31,Ziya,Biran,9999-01-01
60521,Senior Staff,1952-02-06,Henk,Uhrik,9999-01-01
60522,Senior Engineer,1952-04-17,Becky,Polupanov,9999-01-01
60524,Senior Staff,1955-07-10,Kshitij,Khalil,9999-01-01
60525,Senior Staff,1953-02-27,Barna,Munoz,9999-01-01
60526,Senior Staff,1955-11-22,Syozo,Pillow,9999-01-01
60530,Senior Staff,1953-09-29,Lenore,Roccetti,9999-01-01
60533,Staff,1954-01-06,Chirstian,Morrin,9999-01-01
60544,Senior Engineer,1954-11-23,Navin,Peres,9999-01-01
60547,Senior Engineer,1955-10-04,Theron,Anick,9999-01-01
60551,Senior Engineer,1955-02-18,Caolyn,Irland,9999-01-01
60560,Engineer,1954-02-16,Indrajit,Trumbly,9999-01-01
60572,Assistant Engineer,1952-02-09,Stevo,Pokrovskii,9999-01-01
60577,Staff,1953-07-07,Holgard,Baba,9999-01-01
60579,Staff,1955-04-12,Toney,Menyhert,9999-01-01
60597,Senior Engineer,1954-04-23,Ute,Schlumberger,9999-01-01
60598,Senior Staff,1953-09-05,Izaskun,Sadowski,9999-01-01
60607,Engineer,1955-12-29,Ravishankar,Gladwell,9999-01-01
60611,Senior Staff,1952-06-26,Feixiong,Baba,9999-01-01
60620,Senior Engineer,1954-06-08,Dhritiman,Lukaszewicz,9999-01-01
60627,Senior Engineer,1955-07-30,Jingling,Harbusch,9999-01-01
60634,Senior Engineer,1952-04-15,Teiji,Pulkowski,9999-01-01
60638,Engineer,1955-02-03,Makato,Alencar,9999-01-01
60641,Senior Staff,1955-07-23,Zita,Msuda,9999-01-01
60642,Senior Engineer,1954-06-19,Marek,Junet,9999-01-01
60648,Senior Engineer,1955-09-12,Shigeaki,Janetzko,9999-01-01
60649,Senior Staff,1952-06-20,Van,Potthoff,9999-01-01
60650,Senior Staff,1953-08-27,Ugo,Lorie,9999-01-01
60653,Technique Leader,1955-08-29,Wonhee,Bamford,9999-01-01
60660,Senior Engineer,1952-10-15,Remko,Socorro,9999-01-01
60669,Senior Engineer,1952-03-02,Gaetan,Antonakopoulos,9999-01-01
60671,Senior Engineer,1953-03-12,Dharmaraja,Brandsma,9999-01-01
60673,Senior Staff,1953-07-09,Fay,Benantar,9999-01-01
60677,Engineer,1954-07-06,Stella,Worfolk,9999-01-01
60681,Senior Staff,1953-10-12,Lillian,Ebeling,9999-01-01
60686,Senior Engineer,1953-10-26,Baocai,Pocchiola,9999-01-01
60688,Engineer,1952-12-09,Elzbieta,Kowalchuk,9999-01-01
60689,Senior Staff,1954-05-12,Heeju,Kropp,9999-01-01
60693,Technique Leader,1954-07-26,Hercules,Heering,9999-01-01
60695,Senior Staff,1955-12-22,Masanao,Papadias,9999-01-01
60697,Senior Staff,1952-02-12,Gritta,Cannata,9999-01-01
60698,Staff,1952-10-29,Kiyokazu,Plessier,9999-01-01
60700,Senior Engineer,1952-08-25,Willard,Warwick,9999-01-01
60705,Senior Engineer,1953-10-15,Ekawit,Lorie,9999-01-01
60711,Senior Engineer,1952-02-18,Mabry,Ramaiah,9999-01-01
60713,Senior Engineer,1953-08-06,Constantine,Birta,9999-01-01
60717,Senior Staff,1955-03-04,Carrsten,Sadowsky,9999-01-01
60718,Senior Staff,1953-06-11,Yifei,Swiler,9999-01-01
60722,Senior Engineer,1952-08-02,Serenella,Kuszyk,9999-01-01
60732,Senior Engineer,1954-01-15,Masami,Hoogerwoord,9999-01-01
60735,Senior Engineer,1955-07-19,Ult,Yoshizawa,9999-01-01
60736,Staff,1954-11-16,Hidde,Azuma,9999-01-01
60737,Senior Engineer,1953-08-02,Hatim,Ghazalie,9999-01-01
60742,Senior Engineer,1952-02-29,Kristen,Juneja,9999-01-01
60749,Senior Engineer,1955-08-08,Zhenbing,Winter,9999-01-01
60751,Senior Engineer,1955-08-28,Steve,Kalloufi,9999-01-01
60752,Staff,1955-05-06,Herbert,Rosenbaum,9999-01-01
60753,Staff,1953-02-03,Kazuyasu,Krybus,9999-01-01
60759,Engineer,1954-05-23,Bokyung,Gulak,9999-01-01
60763,Senior Staff,1952-12-06,Augustine,Mondadori,9999-01-01
60764,Senior Engineer,1955-10-13,Taizo,Stamatiou,9999-01-01
60767,Senior Staff,1955-05-15,Gianluca,Munos,9999-01-01
60780,Staff,1954-05-11,Gal,Heyers,9999-01-01
60782,Senior Engineer,1953-06-13,Janalee,Foote,9999-01-01
60786,Engineer,1954-08-25,Mostafa,Undy,9999-01-01
60789,Senior Engineer,1952-10-29,Maya,Luck,9999-01-01
60791,Senior Staff,1955-04-30,Suzette,Taubenfeld,9999-01-01
60794,Senior Staff,1954-04-25,Sashi,Zlotek,9999-01-01
60795,Senior Staff,1953-04-21,Mart,Huttel,9999-01-01
60807,Senior Engineer,1954-01-29,Parke,Angel,9999-01-01
60808,Senior Engineer,1952-04-30,Dayanand,Auyong,9999-01-01
60815,Staff,1952-09-04,DAIDA,Oxman,9999-01-01
60817,Senior Staff,1954-08-28,Kousuke,Schaad,9999-01-01
60822,Senior Staff,1953-08-22,Wanqing,Veccia,9999-01-01
60823,Senior Staff,1953-07-10,Kazuhiro,Parfitt,9999-01-01
60825,Senior Staff,1952-07-14,Berna,Nitto,9999-01-01
60828,Senior Staff,1955-10-05,Luerbio,Bugaenko,9999-01-01
60831,Senior Engineer,1954-01-18,Rildo,Peltason,9999-01-01
60834,Senior Staff,1952-06-25,Tzu,Tasistro,9999-01-01
60838,Senior Engineer,1955-08-15,Insup,Serra,9999-01-01
60840,Staff,1955-03-12,Jiang,Peternell,9999-01-01
60841,Technique Leader,1952-09-26,Masaru,Snedden,9999-01-01
60848,Senior Engineer,1955-01-15,Shaowei,Blokdijk,9999-01-01
60852,Senior Staff,1955-10-09,Keung,Schneeberger,9999-01-01
60856,Senior Engineer,1955-08-28,Kish,Kuszyk,9999-01-01
60858,Engineer,1955-04-10,Elgin,Foote,9999-01-01
60860,Senior Staff,1955-12-13,Fuqing,Munch,9999-01-01
60861,Engineer,1952-09-28,Masali,Marchesini,9999-01-01
60864,Senior Staff,1953-03-18,Mokhtar,Linnainmaa,9999-01-01
60865,Senior Engineer,1954-09-20,Yuqun,Birge,9999-01-01
60871,Senior Staff,1955-03-19,Mitchel,Matzel,9999-01-01
60877,Engineer,1955-03-24,Giri,Redmiles,9999-01-01
60881,Senior Staff,1952-03-12,Ugo,Nourani,9999-01-01
60884,Engineer,1954-08-10,Stafford,Matheson,9999-01-01
60885,Senior Engineer,1952-07-25,Slavian,Akaboshi,9999-01-01
60889,Senior Engineer,1952-09-29,Charlene,Heemskerk,9999-01-01
60890,Engineer,1952-07-20,Fun,Schnabel,9999-01-01
60891,Senior Engineer,1954-10-10,Mingzeng,DeMori,9999-01-01
60894,Senior Engineer,1952-10-15,Lein,Fendler,9999-01-01
60898,Staff,1954-06-03,Parto,Falby,9999-01-01
60902,Engineer,1953-07-31,Dekang,Lung,9999-01-01
60904,Staff,1952-04-25,Tomokazu,Gelosh,9999-01-01
60912,Senior Engineer,1954-11-20,Masasuke,Monarch,9999-01-01
60914,Senior Staff,1955-07-09,Mansur,Srimani,9999-01-01
60920,Senior Engineer,1952-04-05,Mara,Sundgren,9999-01-01
60929,Engineer,1952-10-03,Qunsheng,Ambroszkiewicz,9999-01-01
60930,Senior Engineer,1953-07-14,Larisa,Swiss,9999-01-01
60935,Engineer,1954-04-15,Shigehito,Fetvedt,9999-01-01
60944,Senior Staff,1952-02-16,Renee,Pepe,9999-01-01
60946,Engineer,1955-07-30,Gilbert,Lundstrom,9999-01-01
60948,Staff,1953-09-21,Sham,Plesums,9999-01-01
60960,Senior Engineer,1954-09-06,Chikara,Flowers,9999-01-01
60963,Engineer,1955-01-21,Honglan,Siegrist,9999-01-01
60965,Senior Staff,1953-11-13,Conrado,Loncour,9999-01-01
60972,Senior Engineer,1953-07-12,Flemming,Litzkow,9999-01-01
60977,Engineer,1952-10-23,Sumant,Dalton,9999-01-01
60979,Senior Staff,1952-08-22,Dekang,Garnier,9999-01-01
60981,Senior Engineer,1955-04-16,Yuchang,Kalorkoti,9999-01-01
60987,Senior Engineer,1954-07-04,Dzung,Kitai,9999-01-01
60988,Engineer,1953-02-27,Monique,Sichman,9999-01-01
60991,Senior Staff,1955-05-02,Ung,Murthy,9999-01-01
60996,Senior Engineer,1954-03-22,Doowon,Beerel,9999-01-01
60998,Senior Staff,1952-04-19,Neelam,Norsworthy,9999-01-01
61000,Engineer,1955-01-16,Hideyuki,Chenoweth,9999-01-01
61006,Senior Engineer,1955-02-26,Garnik,Schonegge,9999-01-01
61009,Staff,1953-10-15,Subhash,Theuretzbacher,9999-01-01
61018,Staff,1954-05-26,Marco,Zallocco,9999-01-01
61021,Senior Engineer,1954-09-24,Shahab,Baar,9999-01-01
61025,Senior Staff,1955-07-20,Sailaja,Kuszyk,9999-01-01
61026,Senior Staff,1952-05-08,Zita,Assaf,9999-01-01
61033,Senior Staff,1954-07-25,Stevo,Barreiro,9999-01-01
61034,Senior Staff,1953-09-02,Zita,Juneja,9999-01-01
61035,Technique Leader,1952-04-04,Masamitsu,Kroon,9999-01-01
61038,Senior Engineer,1955-04-30,Suzette,Sifakis,9999-01-01
61039,Engineer,1954-12-01,Leah,Lovengreen,9999-01-01
61044,Staff,1955-09-07,Jordanka,Angiulli,9999-01-01
61045,Senior Staff,1954-03-25,Bedir,Poujol,9999-01-01
61052,Staff,1952-03-19,Shaowen,Flowers,9999-01-01
61062,Senior Engineer,1954-07-02,Parke,Champarnaud,9999-01-01
61063,Staff,1954-12-30,Garnik,Luiz,9999-01-01
61064,Staff,1952-07-14,Adamantios,Navazio,9999-01-01
61071,Senior Engineer,1955-12-29,Filipp,Tanemo,9999-01-01
61078,Senior Engineer,1953-06-17,Jessie,Greibach,9999-01-01
61080,Senior Staff,1952-12-21,Sham,Roisin,9999-01-01
61086,Senior Engineer,1953-12-28,Sahrah,Gischer,9999-01-01
61089,Technique Leader,1953-02-22,Udi,Frolund,9999-01-01
61093,Technique Leader,1955-03-21,Kokou,Rettelbach,9999-01-01
61098,Assistant Engineer,1953-01-19,Masaki,Takkinen,9999-01-01
61103,Senior Staff,1953-09-12,Kish,Bellone,9999-01-01
61107,Senior Engineer,1954-01-15,Guther,Bail,9999-01-01
61108,Senior Engineer,1954-06-17,Gadiel,Gihr,9999-01-01
61110,Senior Engineer,1953-04-01,Lihong,Ghemri,9999-01-01
61118,Senior Engineer,1954-02-07,King,Erol,9999-01-01
61119,Senior Engineer,1955-03-29,Anyuan,Koshiba,9999-01-01
61124,Senior Staff,1954-12-24,Nechama,Waymire,9999-01-01
61126,Senior Engineer,1953-08-12,Tze,Kinley,9999-01-01
61137,Staff,1954-09-20,Neven,Panangaden,9999-01-01
61139,Senior Engineer,1952-06-25,Zsolt,Emiris,9999-01-01
61144,Senior Engineer,1952-02-08,Yifei,Wolniewicz,9999-01-01
61149,Senior Staff,1953-05-29,Aemilian,Stranks,9999-01-01
61150,Senior Staff,1955-04-17,Mabo,Servieres,9999-01-01
61157,Senior Staff,1954-02-25,Shim,McConalogue,9999-01-01
61159,Senior Engineer,1955-03-08,Sahrah,Babb,9999-01-01
61165,Senior Staff,1953-04-24,Collette,Asser,9999-01-01
61170,Engineer,1954-09-10,Gianluca,Tyugu,9999-01-01
61171,Senior Engineer,1953-03-01,Taiji,Stafford,9999-01-01
61177,Senior Engineer,1953-01-30,Somnath,Bednarek,9999-01-01
61179,Staff,1952-10-01,Berni,Kaltofen,9999-01-01
61180,Senior Engineer,1952-08-25,Nathalie,Sullins,9999-01-01
61181,Technique Leader,1954-03-23,Fumitaka,Itschner,9999-01-01
61188,Senior Staff,1955-08-27,Lubomir,Kavraki,9999-01-01
61189,Engineer,1952-06-10,Aleksandar,Soloway,9999-01-01
61190,Assistant Engineer,1952-07-22,Aria,Impagliazzo,9999-01-01
61192,Senior Engineer,1952-11-02,Feiyu,Kamble,9999-01-01
61194,Senior Staff,1953-10-29,Charmane,Taneja,9999-01-01
61197,Senior Engineer,1953-04-05,Roselyn,Cannard,9999-01-01
61207,Senior Engineer,1955-09-05,Mohua,Fraisse,9999-01-01
61208,Senior Engineer,1953-02-20,Miomir,Hooghiemstra,9999-01-01
61210,Senior Staff,1952-06-29,Itzchak,Rehfuss,9999-01-01
61211,Senior Engineer,1954-01-15,Lakshmi,Muntz,9999-01-01
61213,Senior Staff,1954-10-02,Jaihie,Kobuchi,9999-01-01
61214,Staff,1952-10-24,JoAnne,Peac,9999-01-01
61219,Senior Staff,1952-08-08,Chuanyi,Aamodt,9999-01-01
61220,Senior Engineer,1955-12-17,Arvind,Mahnke,9999-01-01
61221,Senior Engineer,1952-04-09,Cullen,Farrag,9999-01-01
61235,Assistant Engineer,1954-04-03,Uri,Tasistro,9999-01-01
61238,Senior Staff,1953-12-05,Kagan,Schach,9999-01-01
61241,Staff,1953-03-05,Jolita,Flexer,9999-01-01
61244,Staff,1955-05-03,Xiaoqiang,Peternell,9999-01-01
61256,Engineer,1952-09-05,Duro,Schaar,9999-01-01
61257,Engineer,1952-07-28,Nevin,Furedi,9999-01-01
61259,Senior Staff,1955-09-14,Shao,Puoti,9999-01-01
61261,Senior Staff,1955-11-09,Ziya,Pocchiola,9999-01-01
61264,Senior Staff,1955-09-04,Shuzo,Sethi,9999-01-01
61265,Senior Staff,1953-07-28,Anyuan,Peron,9999-01-01
61273,Senior Staff,1954-08-08,Manohar,Hainaut,9999-01-01
61274,Senior Engineer,1955-01-06,Mark,Antonisse,9999-01-01
61287,Senior Staff,1955-04-09,Miyeon,Marrakchi,9999-01-01
61288,Staff,1953-06-19,Nevio,Hasenauer,9999-01-01
61289,Senior Staff,1955-08-20,Shaz,DiGiano,9999-01-01
61292,Senior Engineer,1954-07-02,Badri,Boguraev,9999-01-01
61295,Senior Staff,1955-07-14,Mang,Menhardt,9999-01-01
61297,Senior Staff,1953-12-19,Xumin,Ranst,9999-01-01
61301,Staff,1954-11-18,Nahla,Ghandeharizadeh,9999-01-01
61306,Senior Engineer,1954-02-17,Gro,Peot,9999-01-01
61313,Engineer,1954-12-23,Rafael,Oskamp,9999-01-01
61315,Senior Staff,1955-07-03,Kwun,Kalloufi,9999-01-01
61322,Senior Engineer,1955-03-13,Dayanand,Mawatari,9999-01-01
61327,Staff,1954-02-28,Nigel,McAffer,9999-01-01
61332,Senior Staff,1952-05-05,Wayne,Gide,9999-01-01
61337,Senior Engineer,1952-06-16,Zhonghua,Muhling,9999-01-01
61338,Senior Staff,1952-08-25,Gal,Peir,9999-01-01
61340,Senior Staff,1954-11-11,Lubomir,Waeselynck,9999-01-01
61341,Senior Engineer,1955-02-11,Roded,Reinhart,9999-01-01
61347,Senior Engineer,1953-02-27,Aram,Gerteisen,9999-01-01
61350,Assistant Engineer,1955-02-07,Hairong,Haumacher,9999-01-01
61353,Senior Engineer,1952-09-04,Hausi,Conde,9999-01-01
61356,Staff,1955-09-06,Chinya,DuCasse,9999-01-01
61362,Senior Engineer,1955-10-04,Ayonca,Pietracaprina,9999-01-01
61364,Senior Engineer,1952-07-11,Gianluca,Casperson,9999-01-01
61366,Engineer,1953-07-02,Gino,Lamparter,9999-01-01
61370,Senior Staff,1955-09-21,Shahar,Candan,9999-01-01
61371,Senior Staff,1954-10-28,Akeno,Yetto,9999-01-01
61374,Senior Engineer,1953-07-28,Taegyun,Christ,9999-01-01
61376,Senior Engineer,1955-01-23,Guttorm,Skrikant,9999-01-01
61382,Assistant Engineer,1952-02-02,Kristof,Ranft,9999-01-01
61383,Senior Staff,1952-09-13,Candida,Jiang,9999-01-01
61389,Senior Staff,1952-11-14,Kristine,Trachtenberg,9999-01-01
61399,Senior Staff,1952-07-27,Unal,Chinen,9999-01-01
61402,Senior Staff,1954-04-18,Gita,Byoun,9999-01-01
61410,Senior Staff,1952-12-16,Matt,Sinitsyn,9999-01-01
61413,Senior Engineer,1952-08-18,Berto,Trelles,9999-01-01
61415,Staff,1954-04-30,Aamer,Schwartzbauer,9999-01-01
61420,Senior Engineer,1952-04-03,Sanjoy,Cunliffe,9999-01-01
61424,Engineer,1953-07-18,Muzhong,Cronan,9999-01-01
61428,Staff,1955-09-15,Oldrich,Feinberg,9999-01-01
61434,Technique Leader,1955-03-23,Rajmohan,Riesenhuber,9999-01-01
61435,Senior Staff,1953-12-14,Cathie,Claffy,9999-01-01
61436,Assistant Engineer,1953-01-08,Chandrasekaran,Onuegbe,9999-01-01
61440,Staff,1952-09-10,Susanne,Potthoff,9999-01-01
61441,Senior Staff,1954-09-03,Yongqiao,Jayawardene,9999-01-01
61444,Senior Engineer,1955-01-02,Geoff,Kaiserswerth,9999-01-01
61453,Senior Engineer,1955-10-06,Hyuncheol,Vanwelkenhuysen,9999-01-01
61460,Senior Staff,1955-06-02,Sanjoy,Rodham,9999-01-01
